iter	F1	Logloss
0	1	0.4274260949
1	1	0.2562157359
2	1	0.1580633495
3	1	0.101228692
4	1	0.06441421785
5	1	0.04303715106
6	1	0.02894789263
7	1	0.02042691913
8	1	0.0143917701
9	1	0.0106782054
10	1	0.008206881242
11	1	0.006344109815
12	1	0.0049604207
13	1	0.00389237604
14	1	0.003093525965
15	1	0.002515190201
16	1	0.00214547959
17	1	0.00177933305
18	1	0.001529492781
19	1	0.001328281802
20	1	0.001158915456
21	1	0.001041676164
22	1	0.0009075155018
23	1	0.0008138189249
24	1	0.0007345810445
25	1	0.0006754248198
26	1	0.000612018899
27	1	0.0005526582322
28	1	0.0005099556956
29	1	0.0004673865112
30	1	0.0004332036955
31	1	0.0004084190837
32	1	0.0003804955294
33	1	0.0003572291786
34	1	0.0003393869954
35	1	0.0003393785064
36	1	0.0003393785064
37	1	0.0003393785064
38	1	0.0003393785064
39	1	0.0003190319816
40	1	0.0003044152605
41	1	0.0002909748913
42	1	0.0002864711405
43	1	0.0002864227116
44	1	0.0002864106077
45	1	0.0002863621995
46	1	0.0002863621995
47	1	0.0002863621995
48	1	0.0002863621995
49	1	0.0002863621995
50	1	0.0002863621995
51	1	0.0002863621995
52	1	0.0002863621995
53	1	0.0002863621995
54	1	0.0002863621995
55	1	0.0002863621995
56	1	0.0002863621995
57	1	0.0002863621995
58	1	0.0002863621995
59	1	0.0002863621995
60	1	0.0002863621995
61	1	0.0002863621995
62	1	0.0002863621995
63	1	0.0002863621995
64	1	0.0002863621995
65	1	0.0002863621995
66	1	0.0002863621995
67	1	0.0002863621995
68	1	0.0002863621995
69	1	0.0002863621995
70	1	0.0002863621995
71	1	0.0002863621995
72	1	0.0002863621995
73	1	0.0002863621995
74	1	0.0002863621995
75	1	0.0002863621995
76	1	0.0002863621995
77	1	0.0002863621995
78	1	0.0002863621995
79	1	0.0002863621995
80	1	0.0002863621995
81	1	0.0002863621995
82	1	0.0002863621995
83	1	0.0002863621995
84	1	0.0002863621995
85	1	0.0002863621995
86	1	0.0002863621995
87	1	0.0002863621995
88	1	0.0002863621995
89	1	0.0002863621995
90	1	0.0002863621995
91	1	0.0002863621995
92	1	0.0002863621995
93	1	0.0002863621995
94	1	0.0002863621995
95	1	0.0002863621995
96	1	0.0002863621995
97	1	0.0002863621995
98	1	0.0002863621995
99	1	0.0002863621995
100	1	0.0002863621995
101	1	0.0002863621995
102	1	0.0002863621995
103	1	0.0002863621995
104	1	0.0002863621995
105	1	0.0002863621995
106	1	0.0002863621995
107	1	0.0002863621995
108	1	0.0002863621995
109	1	0.0002863621995
110	1	0.0002863621995
111	1	0.0002863621995
112	1	0.0002863621995
113	1	0.0002863621995
114	1	0.0002863621995
115	1	0.0002863621995
116	1	0.0002863621995
117	1	0.0002863621995
118	1	0.0002863621995
119	1	0.0002863621995
120	1	0.0002863621995
121	1	0.0002863621995
122	1	0.0002863621995
123	1	0.0002863621995
124	1	0.0002863621995
125	1	0.0002863621995
126	1	0.0002863621995
127	1	0.0002863621995
128	1	0.0002863621995
129	1	0.0002863621995
130	1	0.0002863621995
131	1	0.0002863621995
132	1	0.0002863621995
133	1	0.0002863621995
134	1	0.0002863621995
135	1	0.0002863621995
136	1	0.0002863621995
137	1	0.0002863621995
138	1	0.0002863621995
139	1	0.0002863621995
140	1	0.0002863621995
141	1	0.0002863621995
142	1	0.0002863621995
143	1	0.0002863621995
144	1	0.0002863621995
145	1	0.0002863621995
146	1	0.0002863621995
147	1	0.0002863621995
148	1	0.0002863621995
149	1	0.0002863621995
150	1	0.0002863621995
151	1	0.0002863621995
152	1	0.0002863621995
153	1	0.0002863621995
154	1	0.0002863621995
155	1	0.0002863621995
156	1	0.0002863621995
157	1	0.0002863621995
158	1	0.0002863621995
159	1	0.0002863621995
160	1	0.0002863621995
161	1	0.0002863621995
162	1	0.0002863621995
163	1	0.0002863621995
164	1	0.0002863621995
165	1	0.0002863621995
166	1	0.0002863621995
167	1	0.0002863621995
168	1	0.0002863621995
169	1	0.0002863621995
170	1	0.0002863621995
171	1	0.0002863621995
172	1	0.0002863621995
173	1	0.0002863621995
174	1	0.0002863621995
175	1	0.0002863621995
176	1	0.0002863621995
177	1	0.0002863621995
178	1	0.0002863621995
179	1	0.0002863621995
180	1	0.0002863621995
181	1	0.0002863621995
182	1	0.0002863621995
183	1	0.0002863621995
184	1	0.0002863621995
185	1	0.0002863621995
186	1	0.0002863621995
187	1	0.0002863621995
188	1	0.0002863621995
189	1	0.0002863621995
190	1	0.0002863621995
191	1	0.0002863621995
192	1	0.0002863621995
193	1	0.0002863621995
194	1	0.0002863621995
195	1	0.0002863621995
196	1	0.0002863621995
197	1	0.0002863621995
198	1	0.0002863621995
199	1	0.0002863621995
200	1	0.0002863621995
201	1	0.0002863621995
202	1	0.0002863621995
203	1	0.0002863621995
204	1	0.0002863621995
205	1	0.0002863621995
206	1	0.0002863621995
207	1	0.0002863621995
208	1	0.0002863621995
209	1	0.0002863621995
210	1	0.0002863621995
211	1	0.0002863621995
212	1	0.0002863621995
213	1	0.0002863621995
214	1	0.0002863621995
215	1	0.0002863621995
216	1	0.0002863621995
217	1	0.0002863621995
218	1	0.0002863621995
219	1	0.0002863621995
220	1	0.0002863621995
221	1	0.0002863621995
222	1	0.0002863621995
223	1	0.0002863621995
224	1	0.0002863621995
225	1	0.0002863621995
226	1	0.0002863621995
227	1	0.0002863621995
228	1	0.0002863621995
229	1	0.0002863621995
230	1	0.0002863621995
231	1	0.0002863621995
232	1	0.0002863621995
